Li,Li,Al,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,933.47,2792,1.61,577.54,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,2.7,26.98154,-3.65018713,7.76407342,16.92,-3.74542312,16.6,1.18,577.6,1.43,45,1.62,10,5.986,18.828,28.447,23.1,0.9,237,10.7,290.8,13,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,0.535,1.988308693
Li,Li,Bi,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,544.4,1837,2.02,702.95,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,9.75,208.9804,-3.89538374,8.46315729,29.91,-3.9736944,35.3,1.46,703.3,1.7,110,1.63,21.3,7.289,16.687,25.559,13.4,0.122,7.87,11,179,83,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,1.03,1.988308693
Li,Li,Ce,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,1068,3633,1.12,534.39,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,6.77,140.12,-4.65518148,3.65500445,36.87,-4.77656965,34.4,1.65,527.8,1.825,50,2.7,20.67,5.54,10.851,20.2,5.2,0.19,11.4,9.2,313.8,58,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,1.01,1.988308693
Li,Li,Dy,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,1680,2840,1.22,573.03,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,8.55,162.5,-4.45538074,3.35771331,31.21,-4.601554453,31.6,1.59,572,1.773,50,2.49,19,5.94,11.67,22.802,9.6,0.173,10.7,11.06,230,66,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,0.912,1.988308693
Li,Li,Er,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,1802,3141,1.24,589.3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,9.07,167.26,-4.42187783,3.16018015,30.68,-4.563633745,30.6,1.57,589,1.757,50,2.45,18.4,6.101,11.929,22.739,9.4,0.168,14.3,17.15,292.88,68,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,0.89,1.988308693
Li,Li,Eu,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,1099,1800,1.19,547.11,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,5.24,151.965,-1.82958684,2.43429944,36.46,-1.82958684,48.5,1.85,547,2.042,50,2.56,28.9,5.67,11.245,24.926,41,0.182,13.9,10.46,175.73,63,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,0.947,1.988308693
Li,Li,Ga,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,302.91,2477,1.81,578.84,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,5.91,69.723,-2.97839076,3.94985673,17.94,-3.012255303,19.6,1.26,578.8,1.41,29,1.81,11.8,5.999,20.51,30.71,19.7,0.371,40.6,5.59,256.06,31,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,0.62,1.988308693
Li,Li,Gd,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,1585,3523,1.2,593.37,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,7.9,157.25,-4.51068704,3.3984822,32.63,-4.65442131,32.9,1.61,592,1.802,50,2.54,19.9,6.15,12.095,20.635,-2,0.236,10.6,15.48,311.71,64,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,0.938,1.988308693
Li,Li,In,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,429.75,2345,1.78,558.3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,7.31,114.82,-2.65390512,8.39826763,24.43,-2.66680196,26.1,1.44,558.3,1.66,29,2,15.7,5.786,18.869,28.03,32.1,0.233,81.6,3.26,226.335,49,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,0.8,1.988308693
Li,Li,La,BH4,453.69,1615,0.98,520.22,453.69,1615,0.98,520.22,1193,3743,1.1,538.09,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,6.15,138.9055,-4.79586452,7.77495265,37.47,-4.927546185,37.4,1.25,538.1,1.877,50,2.74,20.73,5.58,11.059,19.174,5.2,0.19,13.5,11.3,399.57,57,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.76,1.032,1.988308693
