K,Ge,BH4,336.53,1032,0.82,418.81,1211.4,3093,2.01,762.18,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,5.32,72.61,-4.27836489,4.38004256,18.82,-4.616039545,22.2,1.22,762.1,1.37,120,1.52,13.6,7.899,15.934,34.22,5.7,0.32,59.9,31.8,334.3,32,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.64,0.73,1.988308693
Rb,Ge,BH4,312.46,961,0.82,403.03,1211.4,3093,2.01,762.18,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,5.32,72.61,-4.27836489,4.38004256,18.82,-4.616039545,22.2,1.22,762.1,1.37,120,1.52,13.6,7.899,15.934,34.22,5.7,0.32,59.9,31.8,334.3,32,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.72,0.73,1.988308693
Li,Co,BH4,453.69,1615,0.98,520.22,1768,3200,1.88,760.4,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,8.9,58.9332,-6.98008657,6.14041474,10.44,-7.080389145,11.1,1.16,758,1.253,70,1.67,6.7,7.86,17.06,33.5,13,0.421,100,16.19,373.3,27,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.745,1.988308693
Na,Co,BH4,370.87,1156,0.93,495.85,1768,3200,1.88,760.4,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,8.9,58.9332,-6.98008657,6.14041474,10.44,-7.080389145,11.1,1.16,758,1.253,70,1.67,6.7,7.86,17.06,33.5,13,0.421,100,16.19,373.3,27,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.39,0.745,1.988308693
K,Co,BH4,336.53,1032,0.82,418.81,1768,3200,1.88,760.4,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,8.9,58.9332,-6.98008657,6.14041474,10.44,-7.080389145,11.1,1.16,758,1.253,70,1.67,6.7,7.86,17.06,33.5,13,0.421,100,16.19,373.3,27,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.64,0.745,1.988308693
Rb,Co,BH4,312.46,961,0.82,403.03,1768,3200,1.88,760.4,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,8.9,58.9332,-6.98008657,6.14041474,10.44,-7.080389145,11.1,1.16,758,1.253,70,1.67,6.7,7.86,17.06,33.5,13,0.421,100,16.19,373.3,27,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.72,0.745,1.988308693
Li,Fe,BH4,453.69,1615,0.98,520.22,1811,3134,1.83,762.47,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,7.874,55.847,-8.28548436,6.45149343,10.73,-8.28548436,11.7,1.17,759.3,1.241,24,1.72,7.1,7.87,16.18,30.651,11.8,0.449,80.2,13.8,349.5,26,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.78,1.988308693
Na,Fe,BH4,370.87,1156,0.93,495.85,1811,3134,1.83,762.47,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,7.874,55.847,-8.28548436,6.45149343,10.73,-8.28548436,11.7,1.17,759.3,1.241,24,1.72,7.1,7.87,16.18,30.651,11.8,0.449,80.2,13.8,349.5,26,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.39,0.78,1.988308693
K,Fe,BH4,336.53,1032,0.82,418.81,1811,3134,1.83,762.47,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,7.874,55.847,-8.28548436,6.45149343,10.73,-8.28548436,11.7,1.17,759.3,1.241,24,1.72,7.1,7.87,16.18,30.651,11.8,0.449,80.2,13.8,349.5,26,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.64,0.78,1.988308693
Rb,Fe,BH4,312.46,961,0.82,403.03,1811,3134,1.83,762.47,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,7.874,55.847,-8.28548436,6.45149343,10.73,-8.28548436,11.7,1.17,759.3,1.241,24,1.72,7.1,7.87,16.18,30.651,11.8,0.449,80.2,13.8,349.5,26,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.72,0.78,1.988308693
Li,V,BH4,453.69,1615,0.98,520.22,2183,3680,1.63,650.91,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,6.11,50.9415,-8.93926069,6.45502198,13.01,-8.93926069,13.8,1.22,650,1.321,50,1.92,8.78,6.74,14.65,29.31,8.4,0.489,30.7,22.8,446.7,23,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.79,1.988308693
Na,V,BH4,370.87,1156,0.93,495.85,2183,3680,1.63,650.91,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,6.11,50.9415,-8.93926069,6.45502198,13.01,-8.93926069,13.8,1.22,650,1.321,50,1.92,8.78,6.74,14.65,29.31,8.4,0.489,30.7,22.8,446.7,23,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.39,0.79,1.988308693
K,V,BH4,336.53,1032,0.82,418.81,2183,3680,1.63,650.91,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,6.11,50.9415,-8.93926069,6.45502198,13.01,-8.93926069,13.8,1.22,650,1.321,50,1.92,8.78,6.74,14.65,29.31,8.4,0.489,30.7,22.8,446.7,23,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.64,0.79,1.988308693
Rb,V,BH4,312.46,961,0.82,403.03,2183,3680,1.63,650.91,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,6.11,50.9415,-8.93926069,6.45502198,13.01,-8.93926069,13.8,1.22,650,1.321,50,1.92,8.78,6.74,14.65,29.31,8.4,0.489,30.7,22.8,446.7,23,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.72,0.79,1.988308693
Li,Cr,BH4,453.69,1615,0.98,520.22,2180,2944,1.66,652.87,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,7.19,51.996,-9.50480758,7.97704267,11.17,-9.50571654,12,1.18,652.8,1.249,64,1.85,7.23,6.766,16.5,30.96,4.9,0.449,93.7,20,339.5,24,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.8,1.988308693
Na,Cr,BH4,370.87,1156,0.93,495.85,2180,2944,1.66,652.87,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,7.19,51.996,-9.50480758,7.97704267,11.17,-9.50571654,12,1.18,652.8,1.249,64,1.85,7.23,6.766,16.5,30.96,4.9,0.449,93.7,20,339.5,24,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.39,0.8,1.988308693
K,Cr,BH4,336.53,1032,0.82,418.81,2180,2944,1.66,652.87,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,7.19,51.996,-9.50480758,7.97704267,11.17,-9.50571654,12,1.18,652.8,1.249,64,1.85,7.23,6.766,16.5,30.96,4.9,0.449,93.7,20,339.5,24,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.64,0.8,1.988308693
Rb,Cr,BH4,312.46,961,0.82,403.03,2180,2944,1.66,652.87,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,7.19,51.996,-9.50480758,7.97704267,11.17,-9.50571654,12,1.18,652.8,1.249,64,1.85,7.23,6.766,16.5,30.96,4.9,0.449,93.7,20,339.5,24,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.72,0.8,1.988308693
Li,Mn,BH4,453.69,1615,0.98,520.22,1519,2334,1.55,717.28,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,7.44,54.938,-8.87041076,7.57494268,10.51,-9.02056525,12.2,1.17,717.4,1.24,0,1.79,7.39,7.435,15.64,33.667,21.7,0.48,7.82,14.64,219.74,25,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.83,1.988308693
Na,Mn,BH4,370.87,1156,0.93,495.85,1519,2334,1.55,717.28,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,7.44,54.938,-8.87041076,7.57494268,10.51,-9.02056525,12.2,1.17,717.4,1.24,0,1.79,7.39,7.435,15.64,33.667,21.7,0.48,7.82,14.64,219.74,25,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.39,0.83,1.988308693
K,Mn,BH4,336.53,1032,0.82,418.81,1519,2334,1.55,717.28,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,7.44,54.938,-8.87041076,7.57494268,10.51,-9.02056525,12.2,1.17,717.4,1.24,0,1.79,7.39,7.435,15.64,33.667,21.7,0.48,7.82,14.64,219.74,25,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.64,0.83,1.988308693
Rb,Mn,BH4,312.46,961,0.82,403.03,1519,2334,1.55,717.28,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,7.44,54.938,-8.87041076,7.57494268,10.51,-9.02056525,12.2,1.17,717.4,1.24,0,1.79,7.39,7.435,15.64,33.667,21.7,0.48,7.82,14.64,219.74,25,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.72,0.83,1.988308693
Li,Pd,BH4,453.69,1615,0.98,520.22,1828.05,3236,2.2,804.38,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,12,106.42,-5.0910129,5.18698918,14.47,-5.13777457,14.7,1.28,805,1.375,60,1.79,8.9,8.34,19.63,32.93,11.8,0.244,71.8,16.74,393.3,46,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.86,1.988308693
Li,Ti,BH4,453.69,1615,0.98,520.22,1941,3560,1.54,658.81,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,4.54,47.88,-7.66126811,2.97615095,16.84,-7.77522712,17.6,1.32,658,1.448,20,2,10.64,6.82,13.58,27.491,8.6,0.523,21.9,18.6,425.2,22,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,0.76,0.86,1.988308693
Na,Pd,BH4,370.87,1156,0.93,495.85,1828.05,3236,2.2,804.38,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,12,106.42,-5.0910129,5.18698918,14.47,-5.13777457,14.7,1.28,805,1.375,60,1.79,8.9,8.34,19.63,32.93,11.8,0.244,71.8,16.74,393.3,46,4.47426479,100.9468283,-1.028158474,3.909838344,32.6770954,-1.59635529,55.88529307,1.242801862,1072.666587,1.242900364,308.0199856,1.231104556,22.79834649,11.08849252,20.10500819,34.79196274,67.5943313,0.253403844,0.388953518,6.602650087,18.51069953,43.38433271,335.5366019,410.6972684,2.77987448,1072.752702,1.39,0.86,1.988308693
